,node_id pop_name max_mean_rate(Hz) preferred_angle OSI DSI Ave_Rate(Hz) firing_rate_sp,firing_rate_white_flash,firing_rate_black_flash,tfs,significant_tfs
1702,1702 e23Cux2 4.610991856135026 164.61503908021024 0.1350282652613282 0.0705419402242818 2.7625 2.3,,,,
1703,1703 e23Cux2 1.8645129794814368 179.36475205931657 0.3077197613854407 0.1918272587094377 0.8187500000000002 1.0999999999999999,,,,
1704,1704 e23Cux2 1.9479049540140736 179.05810562840247 0.3357902649583759 0.2090264817925647 0.875 0.6749999999999999,,,,
1705,1705 e23Cux2 11.154481527953058 172.041440503037 0.0341643313214232 0.0118256892015497 10.70625 1.2500000000000002,19.439999999999998,9.56,73.0,True
1706,1706 e23Cux2 3.166156121806232 160.98595726318416 0.4480079364376385 0.2639860335374953 0.9375 2.3000000000000003,,,,
1707,1707 e23Cux2 3.049086116240174 186.19333097057628 0.3153846153846153 0.0684565619668531 1.6249999999999998 2.125,,,,
1708,1708 e23Cux2 1.636586843161662 169.16458733182145 0.4958292747660049 0.3377420507984466 0.50625 0.37500000000000006,,,,
1709,1709 e23Cux2 2.0169526271051765 169.3050083306188 0.4798726682962657 0.2307144047909954 0.75 0.875,,,,
1710,1710 e23Cux2 5.013793881296095 168.3488249548364 0.1831027907548937 0.1045166838989027 3.2375000000000007 2.25,,,,
1711,1711 e23Cux2 3.30219226170742 179.2221036775111 0.3063582638613549 0.0915763138396392 1.775 2.3000000000000003,,,,
1712,1712 e23Cux2 3.0365124041266904 172.20981952864904 0.2501220405247206 0.1994820761940585 1.6 1.7999999999999998,,,,
1713,1713 e23Cux2 1.1  0.4598105927988175 0.2232701330026782 0.4 0.425,,,,
1714,1714 e23Cux2 1.82412150667134 168.2067180752065 0.4241515223229651 0.3660918957744953 0.6000000000000001 0.875,,,,
1715,1715 e23Cux2 2.9027438706496285 172.31083974352163 0.2232853588717458 0.1166110022369967 1.56875 1.0000000000000002,,,,
1716,1716 e23Cux2 4.14888549642843 163.0724352694208 0.2089078392197391 0.1005069017825632 2.35 1.925,,,,
1717,1717 e23Cux2 2.6880404822291366 182.66509677934556 0.374314690194275 0.2701738841409706 1.06875 1.0499999999999998,,,,
1718,1718 e23Cux2 1.4772516250091958 172.21859920371656 0.5270462766947297 0.3375886238644927 0.4875 0.47500000000000003,,,,
1719,1719 e23Cux2 5.35258824103832 172.3116670779637 0.201995367372763 0.1174266252211219 3.0437499999999997 2.025,,,,
1720,1720 e23Cux2 1.5681561317141386 176.6600235633605 0.4594517053315654 0.4318261887304018 0.50625 0.625,,,,
1721,1721 e23Cux2 3.114648640305821 169.78302699800474 0.2985922218733343 0.1403354600795144 1.5687500000000003 1.6750000000000003,,,,
1722,1722 e23Cux2 2.413638722044761 180.78272745969116 0.4347826086956522 0.2867659065278972 0.8624999999999999 0.875,,,,
1723,1723 e23Cux2 1.4001331229842209 183.24200262296316 0.5758086101783781 0.2516004629873153 0.46875 0.9,,,,
1724,1724 e23Cux2 2.873317923028936 172.8452411293325 0.2510288065843621 0.1472259749000512 1.51875 1.525,,,,
1725,1725 e23Cux2 2.765866689277457 173.71532210718752 0.4049068899733919 0.1938233877400312 1.1625 1.65,,,,
1726,1726 e23Cux2 1.7821011724040858 180.2485653658272 0.5510202173141227 0.2600811589119339 0.55625 0.1,,,,
1727,1727 e23Cux2 1.5091170784740868 177.04424134731852 0.4759156716223227 0.3308019375259652 0.4875 0.47500000000000003,,,,
1728,1728 e23Cux2 3.3312954968126447 171.75475166475954 0.3261070131800583 0.14048390323256 1.6375000000000002 1.725,,,,
1729,1729 e23Cux2 2.8131753947036704 179.13319676475584 0.35678391959799 0.220219965215962 1.24375 1.025,,,,
1730,1730 e23Cux2 2.3481450271901942 162.1698569399745 0.3865049238903266 0.2249753491824834 0.96875 0.5,,,,
1731,1731 e23Cux2 3.375776772762965 184.1487684288435 0.3160629267990857 0.178008317350336 1.63125 1.125,,,,
1732,1732 e23Cux2 3.411248015720882 176.443370472208 0.2124200613130665 0.1941280375635461 1.81875 1.875,,,,
1733,1733 e23Cux2 4.288541659275268 172.4245064101475 0.2426106535370469 0.0656984437607472 2.5125 2.825,,,,
1734,1734 e23Cux2 8.474556624800952 175.61088521902204 0.382999778370103 0.0661952663732677 4.325 1.45,,,,
1735,1735 e23Cux2 0.7  0.3940364493025246 0.4421053760252577 0.25625 0.5249999999999999,,,,
1736,1736 e23Cux2 2.678163934479572 179.4437932482157 0.2639391780067362 0.1422095837908241 1.475 1.2249999999999999,,,,
1737,1737 e23Cux2 3.603797501083664 180.58138316185773 0.1501865172091372 0.0259146368420485 2.7062500000000003 2.75,,,,
1738,1738 e23Cux2 2.95  0.1995558191520053 0.2000637783707915 1.58125 1.7249999999999999,,,,
1739,1739 e23Cux2 2.275172850886183 176.8937369238266 0.3769774918808238 0.1628952076255913 1.03125 1.125,,,,
1740,1740 e23Cux2 2.0109360138849235 176.94439697746014 0.2985291803781565 0.0924655343252761 1.1375 1.3,,,,
1741,1741 e23Cux2 2.157372074338672 182.5643748386382 0.3485935228222246 0.1654607017874146 1.04375 1.05,,,,
1742,1742 e23Cux2 10.439705503177294 183.0677887904899 0.0505053365803281 0.0287584231902042 9.187499999999998 7.824999999999998,,,,
1743,1743 e23Cux2 2.5708419185608355 181.0898181090097 0.2314359555280741 0.1353187374852361 1.4874999999999998 1.45,,,,
1744,1744 e23Cux2 3.513590143335961 178.86992297425962 0.2558923777114159 0.0640565410053531 2.175 2.1750000000000003,,,,
1745,1745 e23Cux2 3.905394076626988 175.82085740457737 0.1897539445875624 0.1364300577964569 2.23125 2.125,,,,
1746,1746 e23Cux2 3.525022376234471 183.5304023212886 0.3202477773370865 0.1650058321314563 1.54375 1.5499999999999998,,,,
1747,1747 e23Cux2 1.1487848634059876 179.2311163332958 0.3375644753282386 0.2757698383995076 0.5187499999999999 0.42499999999999993,,,,
1748,1748 e23Cux2 2.2  0.2656714428712621 0.136479202401523 1.2625 1.1500000000000001,,,,
1749,1749 e23Cux2 3.840311960484465 175.4899249966674 0.2279258532565775 0.1991749129167599 2.00625 1.9750000000000003,,,,
1750,1750 e23Cux2 2.775085076537867 179.59615013211155 0.2916666666666666 0.0812955203931551 1.4999999999999998 1.175,,,,
1751,1751 e23Cux2 2.4702648951779307 168.6313700662371 0.2968036529680364 0.0801283444927477 1.36875 1.1,,,,
1752,1752 e23Cux2 1.8484824791510328 177.64738646828286 0.4227820020637574 0.2342892981730165 0.75625 1.1,,,,
1753,1753 e23Cux2 4.280613026906488 180.6274050513119 0.2800022938592225 0.0946999760503789 2.4562500000000003 2.625,,,,
1754,1754 e23Cux2 1.7919814680397013 185.0239530872268 0.5885003352829115 0.264311950808154 0.5499999999999999 0.6250000000000001,,,,
1755,1755 e23Cux2 0.9071711256220136 184.2841354348608 0.6053098380168622 0.0565685424949238 0.3125 0.2,,,,
1756,1756 e23Cux2 3.04569857066338 182.71664044491573 0.3843540535154577 0.1631129876494129 1.31875 1.2,,,,
1757,1757 e23Cux2 2.3434087899960976 176.76118101283762 0.3278532002887221 0.1954138926249961 1.08125 1.2,,,,
1758,1758 e23Cux2 2.9868169176998483 185.07327551905092 0.2010865261911522 0.1620842861911845 1.6 1.325,,,,
1759,1759 e23Cux2 2.292659558617873 179.01589802191936 0.3899878238472324 0.1863749617656689 0.99375 0.55,,,,
1760,1760 e23Cux2 1.85382019276859 178.5130059455617 0.5124987401718039 0.350060429434171 0.5499999999999999 0.49999999999999994,,,,
1761,1761 e23Cux2 2.9857171375913665 176.2374452922003 0.3081432994780753 0.1905789998529776 1.425 1.0999999999999999,,,,
1762,1762 e23Cux2 2.6362061315186067 179.91761707965793 0.490704435349843 0.2296966942416846 0.96875 0.9750000000000001,,,,
1763,1763 e23Cux2 4.105937989961788 183.2941140427424 0.3271563082075599 0.1632202384072621 2.0 2.125,,,,
1764,1764 e23Cux2 0.75  0.4154827470670018 0.2124773836223895 0.31875 0.42500000000000004,,,,
1765,1765 e23Cux2 3.43428238035312 185.2819389594137 0.3545644571425229 0.2852247615216228 1.31875 1.5500000000000003,,,,
1766,1766 e23Cux2 1.697781531398748 176.75196814797997 0.3307434944259658 0.1425165696753702 0.7749999999999999 0.525,,,,
1767,1767 e23Cux2 13.553584099008914 172.8135596579397 0.0403511058950317 0.0176776250698824 12.10625 10.649999999999999,,,,
1768,1768 e23Cux2 2.2091249824208226 185.59678591179943 0.3090779506417892 0.1204823917510413 1.19375 1.4,,,,
1769,1769 e23Cux2 4.3901043999507054 180.2812828523662 0.1661403547895258 0.1245670739085638 2.5625 2.9749999999999996,,,,
1770,1770 e23Cux2 3.7908563113489055 189.6835067830938 0.2330788870005043 0.1151593608191137 2.04375 1.725,,,,
1771,1771 e23Cux2 2.2154915806242474 180.6802246354927 0.2594021658565213 0.188310658807728 1.1124999999999998 1.5500000000000003,,,,
1772,1772 e23Cux2 3.0823957035739817 177.0907684799974 0.4034577536793898 0.163806356241278 1.2625 1.15,,,,
1773,1773 e23Cux2 3.4179659292208204 183.01310095149017 0.2388559276949419 0.104459395506077 1.96875 1.625,,,,
1774,1774 e23Cux2 3.139568909511541 182.6137320054597 0.268712286629238 0.1767305632622641 1.44375 0.625,,,,
1775,1775 e23Cux2 2.2  0.2879266307932049 0.1611807068102155 1.03125 0.875,,,,
1776,1776 e23Cux2 2.949953872165242 189.1221410430437 0.2591415849640872 0.1131072645022097 1.64375 1.7750000000000001,,,,
1777,1777 e23Cux2 4.207825305954883 189.3435203812368 0.2212852452835489 0.0647737577977958 2.7437499999999995 2.85,,,,
1778,1778 e23Cux2 3.2306092621063227 171.97904769861927 0.2392840271125235 0.1588449604619653 1.69375 0.9500000000000001,,,,
1779,1779 e23Cux2 1.9936729155977335 190.45711290205344 0.3365626875363163 0.2136323817917015 0.8062500000000001 0.55,,,,
1780,1780 e23Cux2 2.1602911740379054 184.5988760491503 0.3180703323226978 0.2891959069568574 0.925 0.7999999999999999,,,,
1781,1781 e23Cux2 0.85  0.524675077798999 0.4477608660023631 0.26875 0.22500000000000003,,,,
1782,1782 e23Cux2 2.587562698741156 181.04089526331683 0.3464905540556253 0.0857611445290765 1.31875 1.025,,,,
1783,1783 e23Cux2 3.338426700711352 181.43623636305065 0.2809563617728075 0.1294765504412933 1.86875 1.6750000000000003,,,,
1784,1784 e23Cux2 2.780246099696674 178.7738751001378 0.2758753433996006 0.0936534306563325 1.6125 1.225,,,,
1785,1785 e23Cux2 3.709687152866696 181.4812727449393 0.2510149427670183 0.1248019303961514 2.1187500000000004 2.85,,,,
1786,1786 e23Cux2 2.0685633756142905 185.43352729131792 0.3078829556627547 0.2528662485080757 0.90625 0.85,,,,
1787,1787 e23Cux2 2.821485533243121 177.00295778321345 0.292783216558469 0.0893685751178902 1.6125000000000005 2.025,,,,
1788,1788 e23Cux2 2.196765874944412 186.14619581898103 0.4215535064315909 0.2097635425722247 0.8812500000000001 0.47500000000000003,,,,
1789,1789 e23Cux2 3.55  0.1874324905589343 0.0857177821834951 2.2875 1.625,,,,
1790,1790 e23Cux2 1.6  0.3004344136912508 0.0053188377237126 0.9125 0.7,,,,
1791,1791 e23Cux2 2.447721532938051 186.99074547201567 0.4788541776826731 0.3785882761873338 0.7124999999999999 0.7000000000000001,,,,
1792,1792 e23Cux2 2.75  0.34063934494771 0.1236935603807439 1.43125 1.5750000000000002,,,,
1793,1793 e23Cux2 2.571187944585668 187.235551968587 0.2068599256402376 0.0798542674501812 1.6562500000000002 1.7,,,,
1794,1794 e23Cux2 0.8  0.426628449964986 0.1088176774400067 0.40625 0.55,,,,
1795,1795 e23Cux2 2.6  0.313698272060575 0.2549263025793105 1.24375 0.95,,,,
1796,1796 e23Cux2 3.3702374328496068 176.20899166525774 0.1997154968471644 0.1127443429824804 2.04375 1.2500000000000002,,,,
1797,1797 e23Cux2 4.410046363020428 188.3656259830069 0.2598162668507218 0.0895967137160986 2.5875 2.9500000000000006,,,,
1798,1798 e23Cux2 4.9  0.1374462135682032 0.0582491150985804 3.64375 3.6500000000000004,,,,
1799,1799 e23Cux2 4.110653271627431 179.49682702660937 0.1532193815468013 0.0808725508874808 2.775 2.1500000000000004,,,,
1800,1800 e23Cux2 5.043226849232368 189.343918326565 0.2419526058636633 0.1024216588381647 2.975 4.3,,,,
1801,1801 e23Cux2 3.0217510109591927 187.94850913933055 0.2989639196282447 0.1651676795334142 1.53125 0.75,,,,
1802,1802 e23Cux2 3.85  0.2889231082831555 0.187170036385263 2.0 1.925,,,,
1803,1803 e23Cux2 2.25  0.2255813426966563 0.1705864249234367 1.26875 0.9249999999999999,,,,
1804,1804 e23Cux2 3.8838152307032057 191.3733928800088 0.2159116035387107 0.1347876777654356 2.2062500000000003 1.8499999999999999,,,,
1805,1805 e23Cux2 2.535334097220977 181.7100216170332 0.2104918825865955 0.1599480342469876 1.36875 1.05,,,,
1806,1806 e23Cux2 1.35  0.4611484146748106 0.2770004709745385 0.5187499999999999 0.4,,,,
1807,1807 e23Cux2 4.502972204872979 189.99777101656028 0.2917464693523059 0.0948247013303603 2.5625 2.5,,,,
1808,1808 e23Cux2 3.2537291960236328 188.86261104693173 0.2408861958147996 0.1163385148785091 1.8125 1.4000000000000001,,,,
1809,1809 e23Cux2 2.35  0.192953195466898 0.0966363654802028 1.34375 0.7749999999999999,,,,
1810,1810 e23Cux2 1.6817655997095655 190.06467846968656 0.2720170128989855 0.1476462642749433 0.8874999999999998 0.8249999999999998,,,,
1811,1811 e23Cux2 2.55  0.3013385774699365 0.1413110340871989 1.40625 1.25,,,,
1812,1812 e23Cux2 2.85  0.3457799022588618 0.2087715374771116 1.41875 1.6249999999999998,,,,
1813,1813 e23Cux2 2.4462360582985605 186.16309884177164 0.3823903109382535 0.110372376364368 1.10625 1.625,,,,
1814,1814 e23Cux2 1.4178301688149082 186.84525689557623 0.4207250638385367 0.1474373459931816 0.6125 0.7,,,,
1815,1815 e23Cux2 3.7573586822001546 189.1172967739564 0.2189358322652003 0.1361479896788005 2.23125 1.7,,,,
1816,1816 e23Cux2 2.9  0.3136493664574687 0.163400504948856 1.51875 1.7750000000000001,,,,
1817,1817 e23Cux2 2.2249170397574094 189.19694294611975 0.3882725274282943 0.1441948337016988 0.9375 0.85,,,,
1818,1818 e23Cux2 12.693378591385525 13.565883427681367 0.0441160449758799 0.0133961126932744 11.53125 0.9750000000000001,16.56,11.88,78.0,True
1819,1819 e23Cux2 3.35  0.2837492576434865 0.0782129776540182 2.025 1.7250000000000003,,,,
1820,1820 e23Cux2 3.300817179025818 187.6028651545552 0.4162464909055335 0.1924576072575413 1.225 1.0,,,,
1821,1821 e23Cux2 2.001819620698248 188.2454809728583 0.5415182046557023 0.3392727067158939 0.575 0.375,,,,
1822,1822 e23Cux2 1.15  0.424368812342388 0.3115439577275906 0.4687499999999999 0.35000000000000003,,,,
1823,1823 e23Cux2 2.75  0.2789564881066037 0.0885156483279252 1.6625 2.55,,,,
1824,1824 e23Cux2 2.749062676929041 181.42202176588157 0.3811823710509183 0.1683046351078357 1.25 1.2,,,,
1825,1825 e23Cux2 3.334755765827656 188.8948652984819 0.1665531312270983 0.1291478898654097 1.975 1.2750000000000001,,,,
1826,1826 e23Cux2 1.85  0.4022934916998077 0.2323344050114209 0.8374999999999999 1.8,,,,
1827,1827 e23Cux2 1.75  0.262474552933032 0.152027174420214 1.13125 1.125,,,,
1828,1828 e23Cux2 2.6982351666694413 185.76916011611004 0.2798588709587761 0.1134246740067063 1.40625 0.95,,,,
1829,1829 e23Cux2 3.0  0.2702143356619552 0.0982076306418774 1.7000000000000002 1.925,,,,
1830,1830 e23Cux2 1.2  0.3288967572401359 0.1302511920449441 0.6499999999999999 0.65,,,,
1831,1831 e23Cux2 1.25  0.5781514296274307 0.3128324201345392 0.44375 0.325,,,,
1832,1832 e23Cux2 2.4951069149164886 189.86632044325216 0.4076271725378955 0.1530534489325978 1.08125 0.8,,,,
1833,1833 e23Cux2 1.65  0.2007332746870205 0.0898582553070258 1.03125 0.875,,,,
1834,1834 e23Cux2 3.2  0.2832794474792505 0.0447371821921922 1.90625 1.25,,,,
1835,1835 e23Cux2 3.8031932008720086 196.3174229149088 0.2636827433920349 0.1546147959270903 1.91875 2.225,,,,
1836,1836 e23Cux2 2.25  0.2947928254044358 0.0973482890864102 1.31875 1.175,,,,
1837,1837 e23Cux2 2.7  0.2745794535971205 0.2180520160423936 1.45 1.175,,,,
1838,1838 e23Cux2 3.05  0.2306744665327117 0.0845036042268252 1.95625 1.8500000000000003,,,,
1839,1839 e23Cux2 1.1  0.5102694777404145 0.0670162462056147 0.49375 0.45,,,,
1840,1840 e23Cux2 3.231169589834315 191.9924919176776 0.1642452304528071 0.104484609430689 1.95 1.65,,,,
1841,1841 e23Cux2 1.95  0.2863336540668023 0.2215038338058436 1.0499999999999998 0.6749999999999999,,,,
1842,1842 e23Cux2 2.3  0.2256933285181005 0.1856323355868997 1.30625 0.925,,,,
1843,1843 e23Cux2 3.988104058664109 194.31827453563216 0.3733390142540753 0.1445191156366744 1.7375 0.8999999999999999,,,,
1844,1844 e23Cux2 2.65  0.245488408570276 0.1621232057055548 1.48125 0.975,,,,
1845,1845 e23Cux2 1.9  0.289783457127848 0.1526435078740282 1.0375 0.7500000000000001,,,,
1846,1846 e23Cux2 2.35  0.2746848181592529 0.1392003079152935 1.275 0.8,,,,
1847,1847 e23Cux2 2.5021563260733832 182.7927738630723 0.2829807855667943 0.0754878744933039 1.4 0.875,,,,
1848,1848 e23Cux2 3.4  0.2089566331546731 0.1238461315370665 1.975 1.55,,,,
1849,1849 e23Cux2 1.65  0.2859976540621083 0.0958786325435844 0.9437500000000002 0.42499999999999993,,,,
1850,1850 e23Cux2 2.6  0.3579506065905057 0.0964051083475465 1.5437500000000002 1.275,,,,
1851,1851 e23Cux2 2.4  0.3248130638063056 0.2098099260797349 1.1625 0.975,,,,
1852,1852 e23Cux2 2.75  0.2551784638308935 0.0458011785916694 1.775 1.075,,,,
1853,1853 e23Cux2 9.35  0.041075429424944 0.0200201227368441 8.36875 6.525,,,,
1854,1854 e23Cux2 3.25  0.2508189710727639 0.1494845353606686 2.0 1.4999999999999998,,,,
1855,1855 e23Cux2 1.8  0.4285714285714286 0.2331778269513646 0.7437499999999999 0.575,,,,
1856,1856 e23Cux2 3.7  0.1926417008060341 0.0889554260390197 2.48125 2.1,,,,
1857,1857 e23Cux2 2.939227385863425 191.0132161925456 0.2495848021906755 0.0409728298973572 1.94375 1.5000000000000002,,,,
1858,1858 e23Cux2 1.9  0.3629766901087822 0.1815514142902812 0.95 0.44999999999999996,,,,
1859,1859 e23Cux2 1.85  0.3198458724230093 0.1028263772412332 1.10625 0.825,,,,
1860,1860 e23Cux2 2.2  0.2336935202163018 0.1838853646478321 1.225 0.8,,,,
1861,1861 e23Cux2 3.65  0.2516242285407274 0.0792231302322429 2.3062500000000004 1.675,,,,
1862,1862 e23Cux2 2.3  0.3495808805866078 0.2432349508240054 1.1125 0.95,,,,
1863,1863 e23Cux2 2.25  0.3608409124507535 0.1056343080028281 1.225 0.825,,,,
1864,1864 e23Cux2 3.3  0.2412171625388357 0.1859554423918576 1.85 0.875,,,,
1865,1865 e23Cux2 3.3733386948603177 187.846270574437 0.2552369175132893 0.1220713038090849 1.9125 1.75,,,,
1866,1866 e23Cux2 4.2  0.2143506830281242 0.1237473680136548 2.5812500000000003 2.825,,,,
1867,1867 e23Cux2 3.0519857985847603 209.1130039541754 0.3104315022349355 0.2277399874877559 1.2375 0.675,,,,
1868,1868 e23Cux2 2.65  0.2541135867859636 0.0601212409107595 1.78125 1.55,,,,
1869,1869 e23Cux2 3.9  0.1913078043879093 0.0916104066019975 2.66875 2.725,,,,
1870,1870 e23Cux2 1.65  0.345706099764538 0.1695604179885064 0.8625 0.7,,,,
1871,1871 e23Cux2 2.05  0.2464361775927483 0.1289956121502276 1.24375 1.4000000000000001,,,,
1872,1872 e23Cux2 2.1285001686695137 183.2898303942289 0.2468564374904739 0.0641381734497194 1.275 1.3499999999999999,,,,
1873,1873 e23Cux2 10.6501559337699 184.6873954778789 0.0256120154190133 0.0053622778310825 10.19375 1.5250000000000001,21.72,10.16,69.0,True
1874,1874 e23Cux2 3.582760938739591 195.3269339906396 0.356335526129299 0.2020264344314356 1.475 1.2999999999999998,,,,
1875,1875 e23Cux2 1.95  0.3350745152170221 0.2572104751707016 0.9500000000000002 0.35000000000000003,,,,
1876,1876 e23Cux2 1.45  0.3404588205713006 0.1888258452785443 0.675 0.475,,,,
1877,1877 e23Cux2 4.620282258429614 215.67695349797816 0.2169946873493669 0.0978655021082454 2.825 1.9250000000000003,,,,
1878,1878 e23Cux2 3.65  0.219858886637285 0.0705743693892161 2.59375 2.0,,,,
1879,1879 e23Cux2 2.15  0.2670484559266394 0.259151719422338 1.11875 1.3,,,,
1880,1880 e23Cux2 2.5819592875241755 219.2259556762997 0.2866649112918435 0.1150740256346391 1.3875000000000002 0.7249999999999999,,,,
1881,1881 e23Cux2 3.45  0.2725564729145486 0.1920689630004247 1.93125 1.425,,,,
1882,1882 e23Cux2 2.75  0.2989966314884444 0.1111133584892692 1.68125 0.95,,,,
